record_id,incident_date,year,month,city_municipality,barangay,latitude,longitude,flood_risk_level,flood_depth_meters,flood_category,flood_duration_hours,rainfall_mm,weather_condition,typhoon_name,typhoon_alert_level,affected_population,affected_families,evacuees,evacuation_center,fatalities,injuries,estimated_damage_php,infrastructure_damaged,relief_goods_distributed,response_time_hours,data_source
1441,2022-07-19,2022,July,Valenzuela,Lawang Bato,14.7046,120.9765,Very High,4.39,House-roof level,161,325.1,Scattered Showers,Ulysses,Signal No. 4,4337,1012,1080,Lawang Bato Covered Court,0,32,30800619,Roads and Homes,No,8.7,DSWD
1442,2010-08-29,2010,August,Valenzuela,Lingunan,14.708400000000001,120.9819,High,0.5,Waist-deep,55,101.2,Monsoon Rains,None (Monsoon),None,5598,1291,1628,Valenzuela City Gymnasium,0,0,6954340,Bridges and Roads,No,0.7,PAGASA
1443,2021-08-14,2021,August,Valenzuela,Punturin,14.7118,120.98440000000001,High,2.54,House-roof level,41,81.9,Monsoon Rains,Ondoy,Signal No. 2,5651,1065,1388,Valenzuela City Gymnasium,1,24,27875464,Bridges and Roads,No,17.7,DSWD
1444,2007-07-23,2007,July,Valenzuela,Parada,14.6997,120.981,High,2.87,House-roof level,78,351.4,Scattered Showers,Quedan,Signal No. 1,2574,550,380,Bisig Elementary School,0,7,12388990,Roads and Homes,No,5.6,NDRRMC
1445,2014-11-12,2014,November,Marikina,Tumana,14.6556,121.1057,Very High,3.41,House-roof level,44,373.1,Monsoon Rains,Kiko,Signal No. 4,5586,1244,2061,Marikina City Hall Gymnasium,0,9,32115411,None,Yes,21.0,MMDA
1446,2023-07-29,2023,July,Marikina,Calumpang,14.6474,121.1043,Very High,4.12,House-roof level,149,260.8,Heavy Rain,Tonyo,Signal No. 2,7581,1507,1140,Marikina City Hall Gymnasium,0,27,49048049,Roads and Homes,No,21.8,LGU Report
1447,2022-07-15,2022,July,Marikina,Concepcion Dos,14.660699999999999,121.1092,Very High,0.57,Waist-deep,114,241.9,Monsoon Rains,Rolly,Signal No. 3,2481,538,613,Marikina City Hall Gymnasium,0,2,1121604,Roads,No,8.1,PAGASA
1448,2014-10-16,2014,October,Marikina,Industrial Valley,14.652999999999999,121.11240000000001,High,1.92,Neck-deep,26,159.8,Scattered Showers,None (Monsoon),None,7767,1636,1480,Marikina Sports Center,0,2,28505633,None,Yes,10.6,PAGASA
1449,2005-05-25,2005,May,Marikina,Nangka,14.6694,121.107,High,2.57,House-roof level,89,219.8,Scattered Showers,Rolly,Signal No. 4,1165,245,295,Calumpang Elementary School,3,24,5337349,Roads and Homes,No,12.9,LGU Report
1450,2010-08-28,2010,August,Marikina,Fortune,14.6715,121.1106,High,2.83,House-roof level,7,132.6,Continuous Rain,None (Monsoon),None,7683,1658,1981,Marikina Sports Center,0,6,47274418,Bridges and Roads,No,15.8,MMDA
1451,2007-09-28,2007,September,Pasig,Pinagbuhatan,14.5611,121.10379999999999,Very High,4.19,House-roof level,49,366.8,Typhoon,Tisoy,Signal No. 2,1234,245,379,Pasig Sports Center,2,33,10509396,Roads,Yes,7.0,MMDA
1452,2008-10-25,2008,October,Pasig,Bambang,14.5586,121.0984,Very High,4.14,House-roof level,153,398.2,Monsoon Rains,Queenie,Signal No. 3,241,46,41,Pasig Sports Center,0,6,2351760,Roads,No,6.3,MMDA
1453,2017-08-17,2017,August,Pasig,Ugong,14.565000000000001,121.071,High,0.41,Knee-deep,61,379.9,Typhoon,Ursula,Signal No. 2,4169,777,1118,Bambang Elementary School,0,0,3005363,None,No,15.2,NDRRMC
1454,2004-10-20,2004,October,Pasig,Dela Paz,14.5726,121.0831,High,1.92,Neck-deep,25,213.5,Continuous Rain,None (Monsoon),None,6021,1102,1184,Ugong Elementary School,0,1,9727142,Homes,No,17.5,MMDA
1455,2024-12-27,2024,December,Pasig,Palatiw,14.5625,121.101,High,0.96,Waist-deep,8,178.0,Continuous Rain,Pepito,Signal No. 4,5717,1367,1082,Pasig Sports Center,0,4,5132063,None,No,7.3,LGU Report
1456,2000-02-11,2000,February,Quezon City,Batasan Hills,14.6888,121.1125,High,1.5,Neck-deep,84,382.1,Monsoon Rains,Quedan,Signal No. 1,6563,1271,1726,QC Sports Club,0,2,13902104,Bridges and Roads,No,7.5,PAGASA
1457,2007-05-30,2007,May,Quezon City,Commonwealth,14.6807,121.1088,High,1.22,Chest-deep,92,266.6,Monsoon Rains,Tisoy,Signal No. 2,1021,252,178,Commonwealth Elementary School,0,10,2043724,Homes,No,18.8,DSWD
1458,2001-08-24,2001,August,Quezon City,Payatas,14.7237,121.117,High,1.6,Neck-deep,52,309.5,Scattered Showers,None (Monsoon),None,2871,607,421,Batasan Hills National High School Gym,0,13,7230725,Roads and Homes,Yes,22.8,NDRRMC
1459,2011-12-01,2011,December,Quezon City,Bagong Silangan,14.7011,121.13220000000001,Moderate,1.17,Chest-deep,5,146.4,Scattered Showers,None (Monsoon),None,4188,775,329,Batasan Hills National High School Gym,0,5,8268607,None,Yes,3.1,PAGASA
1460,2011-04-26,2011,April,Quezon City,Novaliches Proper,14.7354,121.02329999999999,Moderate,0.75,Waist-deep,16,146.2,Monsoon Rains,Tisoy,Signal No. 3,6479,1194,418,Payatas Elementary School Covered Court,0,2,4110427,Bridges and Roads,No,9.9,NDRRMC
1461,2010-01-05,2010,January,Manila,Tondo,14.6187,120.96730000000001,Very High,1.87,Neck-deep,136,400.2,Continuous Rain,Queenie,Signal No. 3,2731,597,487,Pandacan Elementary School,0,17,6299126,None,No,11.9,DSWD
1462,2013-07-09,2013,July,Manila,Binondo,14.5996,120.97449999999999,High,2.55,House-roof level,52,211.0,Heavy Rain,Kiko,Signal No. 3,7801,1622,1484,Pandacan Elementary School,0,23,39230576,Roads and Homes,Yes,7.6,LGU Report
1463,2004-07-25,2004,July,Manila,Pandacan,14.5877,121.0055,Very High,1.51,Neck-deep,163,341.8,Continuous Rain,Quedan,Signal No. 4,3842,1040,1306,Sta. Ana Covered Court,0,11,11181012,Bridges and Roads,Yes,12.2,PAGASA
1464,2016-09-21,2016,September,Manila,Sta. Ana,14.5736,121.0081,High,2.23,House-roof level,57,293.4,Typhoon,Ondoy,Signal No. 1,503,141,53,Sta. Ana Covered Court,0,0,2039352,None,Yes,22.6,LGU Report
1465,2012-02-05,2012,February,Manila,San Andres Bukid,14.581800000000001,120.9992,High,1.85,Neck-deep,68,427.7,Typhoon,Tisoy,Signal No. 1,4648,990,814,Pandacan Elementary School,0,11,14244786,Bridges and Roads,No,11.0,MMDA
1466,2015-10-31,2015,October,Caloocan,Bagong Barrio,14.6706,120.9884,High,3.0,House-roof level,60,319.5,Heavy Rain,Kiko,Signal No. 4,4187,988,1255,Camarin Elementary School,2,4,19695107,Bridges,Yes,19.3,NDRRMC
1467,2008-09-11,2008,September,Caloocan,Grace Park,14.6593,120.9839,High,1.95,Neck-deep,15,414.3,Monsoon Rains,Nonoy,Signal No. 3,2429,516,295,Grace Park Elementary School,0,7,5339496,Roads and Homes,No,18.6,NDRRMC
1468,2012-01-09,2012,January,Caloocan,Camarin,14.7346,121.0116,Moderate,0.83,Waist-deep,3,406.5,Continuous Rain,Ondoy,Signal No. 4,1805,346,206,Bagong Barrio Covered Court,0,6,3276396,Roads,Yes,23.4,PAGASA
1469,2008-02-21,2008,February,Caloocan,Baesa,14.6932,121.0004,High,2.86,House-roof level,91,373.9,Heavy Rain,None (Monsoon),None,3600,725,475,Grace Park Elementary School,0,16,13185885,Bridges,Yes,23.0,MMDA
1470,2003-05-22,2003,May,Parañaque,BF Homes,14.4888,121.01299999999999,Moderate,0.47,Knee-deep,44,201.0,Monsoon Rains,None (Monsoon),None,1563,409,107,BF Homes Covered Court,0,4,1201247,Bridges and Roads,No,9.8,PAGASA
1471,2020-04-02,2020,April,Parañaque,La Huerta,14.4934,120.99950000000001,Moderate,1.45,Chest-deep,42,330.0,Scattered Showers,Tisoy,Signal No. 3,5353,1004,335,La Huerta Elementary School,0,14,5067105,None,No,2.5,LGU Report
1472,2020-03-11,2020,March,Parañaque,Baclaran,14.5243,120.9977,High,0.81,Waist-deep,8,271.0,Monsoon Rains,None (Monsoon),None,5829,1612,899,Parañaque City Hall Gymnasium,0,3,6558708,Homes,Yes,13.1,PAGASA
1473,2022-04-12,2022,April,Las Piñas,Almanza Dos,14.461400000000001,120.9815,Moderate,1.41,Chest-deep,18,428.4,Continuous Rain,Kiko,Signal No. 2,3329,868,367,Las Piñas City Hall Gymnasium,0,5,4853134,Bridges,No,4.5,MMDA
1474,2017-06-16,2017,June,Las Piñas,Pulang Lupa Dos,14.4689,120.9748,Moderate,0.12,Knee-deep,2,418.1,Monsoon Rains,Nonoy,Signal No. 1,4362,862,382,Las Piñas City Hall Gymnasium,0,1,954126,Bridges and Roads,Yes,18.7,LGU Report
1475,2006-06-23,2006,June,Muntinlupa,Tunasan,14.389,121.0319,Moderate,1.14,Chest-deep,25,325.6,Heavy Rain,Marce,Signal No. 2,221,45,19,Tunasan Elementary School,0,2,147030,Roads and Homes,Yes,15.9,NDRRMC
1476,2022-06-22,2022,June,Muntinlupa,Alabang,14.425199999999998,121.0425,Low,0.23,Knee-deep,10,318.5,Typhoon,Rolly,Signal No. 3,2021,383,23,Tunasan Elementary School,0,2,631610,Roads,No,1.4,MMDA
1477,2000-11-30,2000,November,Taguig,Ususan,14.508600000000001,121.0637,High,1.34,Chest-deep,38,275.8,Typhoon,None (Monsoon),None,6721,1884,1717,Taguig City University Gymnasium,0,3,9877354,Roads,No,16.5,NDRRMC
1478,2024-10-10,2024,October,Taguig,Pinagsama,14.5254,121.05969999999999,Moderate,0.2,Knee-deep,25,447.4,Heavy Rain,Marce,Signal No. 4,4776,1232,472,Pinagsama Covered Court,0,1,812209,Roads,Yes,15.5,LGU Report
1479,2006-03-19,2006,March,Taguig,Lower Bicutan,14.5134,121.05380000000001,Moderate,1.19,Chest-deep,23,119.7,Monsoon Rains,Ursula,Signal No. 1,1607,458,125,Pinagsama Covered Court,0,5,3987847,Bridges and Roads,Yes,5.2,PAGASA
1480,2024-06-16,2024,June,Malabon,Longos,14.6639,120.9576,Very High,1.42,Chest-deep,140,298.6,Typhoon,Marce,Signal No. 3,6979,1434,1670,Longos Elementary School,0,14,20879504,Homes,No,9.4,MMDA
1481,2015-06-26,2015,June,Malabon,Panghulo,14.6678,120.9584,Very High,0.99,Waist-deep,53,373.1,Continuous Rain,Kiko,Signal No. 2,6216,1729,1084,Malabon City Hall Covered Court,0,9,7143611,None,No,13.8,NDRRMC
1482,2009-11-22,2009,November,Malabon,Tañong,14.6599,120.9559,Very High,1.86,Neck-deep,166,82.6,Heavy Rain,Ondoy,Signal No. 2,3917,731,705,Catmon Covered Court,0,14,16867007,Bridges,No,21.9,LGU Report
1483,2000-03-19,2000,March,Malabon,Catmon,14.660499999999999,120.955,Very High,1.82,Neck-deep,112,303.8,Continuous Rain,Tonyo,Signal No. 2,2275,573,710,Panghulo Elementary School,0,8,3025076,Roads and Homes,No,11.4,LGU Report
1484,2002-09-20,2002,September,Malabon,Hulong Duhat,14.661999999999999,120.9557,High,0.33,Knee-deep,41,312.4,Monsoon Rains,None (Monsoon),None,2038,378,302,Panghulo Elementary School,0,1,1469847,Bridges,Yes,5.8,MMDA
1485,2011-11-07,2011,November,Malabon,Acacia,14.663300000000001,120.9568,High,1.87,Neck-deep,59,183.3,Typhoon,None (Monsoon),None,6331,1278,1660,Catmon Covered Court,0,10,8673475,Bridges and Roads,Yes,14.3,LGU Report
1486,2009-09-28,2009,September,Navotas,Bangculasi,14.6614,120.9419,Very High,3.87,House-roof level,150,392.6,Continuous Rain,None (Monsoon),None,959,224,428,North Bay Blvd Evacuation Center,5,37,8469258,Homes,No,10.2,NDRRMC
1487,2004-09-19,2004,September,Navotas,Daanghari,14.6592,120.9442,Very High,0.93,Waist-deep,135,229.8,Typhoon,Ursula,Signal No. 3,4919,1195,1435,Navotas City Hall Gymnasium,0,7,3658437,Bridges,No,16.6,MMDA
1488,2013-04-12,2013,April,Navotas,Navotas East,14.6571,120.941,Very High,2.53,House-roof level,80,131.3,Typhoon,Kiko,Signal No. 3,7927,2233,3540,Tangos National High School,0,0,43834930,Bridges and Roads,Yes,22.2,LGU Report
1489,2003-01-13,2003,January,Navotas,Navotas West,14.6555,120.9382,Very High,1.37,Chest-deep,45,63.5,Typhoon,None (Monsoon),None,7830,1703,2137,North Bay Blvd Evacuation Center,0,7,14782649,None,Yes,13.9,LGU Report
1490,2006-06-22,2006,June,Navotas,North Bay Blvd South,14.653500000000001,120.9385,High,1.32,Chest-deep,69,373.2,Heavy Rain,None (Monsoon),None,4037,767,846,Navotas Sports Complex,0,0,12750341,Roads,Yes,13.5,LGU Report
1491,2007-09-25,2007,September,Valenzuela,Bisig,14.7005,120.9791,Very High,1.25,Chest-deep,20,416.5,Continuous Rain,Pepito,Signal No. 2,3533,666,1101,Bisig Elementary School,0,0,9166311,Bridges,No,7.1,NDRRMC
1492,2017-12-29,2017,December,Valenzuela,Lawang Bato,14.7044,120.9764,Very High,3.76,House-roof level,19,276.4,Continuous Rain,None (Monsoon),None,7036,1304,2845,Valenzuela City Gymnasium,0,8,23319298,Homes,Yes,14.6,NDRRMC
1493,2006-02-15,2006,February,Valenzuela,Lingunan,14.7078,120.9821,High,1.67,Neck-deep,37,364.2,Scattered Showers,None (Monsoon),None,4151,1153,985,Lawang Bato Covered Court,0,10,7448871,Bridges,Yes,3.2,DSWD
1494,2023-05-04,2023,May,Valenzuela,Punturin,14.712000000000002,120.98400000000001,High,2.41,House-roof level,38,411.8,Continuous Rain,Ondoy,Signal No. 3,1565,288,249,Lingunan Elementary School,0,9,9207525,Roads and Homes,No,13.4,LGU Report
1495,2024-06-01,2024,June,Valenzuela,Parada,14.699300000000001,120.9798,High,1.37,Chest-deep,92,430.4,Typhoon,Queenie,Signal No. 1,1678,339,149,Valenzuela City Gymnasium,0,1,4006600,Roads and Homes,No,22.2,DSWD
1496,2005-11-28,2005,November,Marikina,Tumana,14.6565,121.1044,Very High,2.66,House-roof level,132,417.9,Scattered Showers,Queenie,Signal No. 1,4835,1082,1486,Tumana Elementary School,0,25,16943003,None,No,7.8,NDRRMC
1497,2019-02-27,2019,February,Marikina,Calumpang,14.6475,121.1026,Very High,0.53,Waist-deep,61,52.7,Heavy Rain,Tonyo,Signal No. 1,6427,1393,1316,Tumana Elementary School,0,4,5025453,Roads,Yes,16.5,NDRRMC
1498,2003-09-09,2003,September,Marikina,Concepcion Dos,14.6611,121.1092,Very High,3.39,House-roof level,137,76.7,Heavy Rain,Nonoy,Signal No. 2,3156,585,755,Marikina Sports Center,0,26,8165526,Roads,Yes,8.9,LGU Report
1499,2020-01-24,2020,January,Marikina,Industrial Valley,14.6543,121.1123,High,0.98,Waist-deep,27,209.3,Monsoon Rains,Tonyo,Signal No. 3,6960,1329,634,Tumana Elementary School,0,3,3593154,Roads and Homes,Yes,21.7,DSWD
1500,2009-09-11,2009,September,Marikina,Nangka,14.6693,121.1081,High,1.37,Chest-deep,96,85.2,Continuous Rain,Nonoy,Signal No. 2,5477,1522,450,Tumana Elementary School,0,6,11036531,Homes,Yes,15.1,LGU Report
1501,2000-04-24,2000,April,Marikina,Fortune,14.672,121.1102,High,0.56,Waist-deep,11,293.7,Typhoon,None (Monsoon),None,6117,1401,633,Tumana Elementary School,0,0,5942764,Roads,Yes,20.4,MMDA
1502,2024-08-28,2024,August,Pasig,Pinagbuhatan,14.562,121.1031,Very High,3.4,House-roof level,102,437.8,Monsoon Rains,Ondoy,Signal No. 3,1234,251,273,Bambang Elementary School,0,32,3453191,None,No,22.0,NDRRMC
1503,2003-06-20,2003,June,Pasig,Bambang,14.5598,121.0997,Very High,2.22,House-roof level,66,163.0,Scattered Showers,Ondoy,Signal No. 4,6770,1543,2242,Pasig Sports Center,0,3,37420771,Homes,No,19.9,DSWD
1504,2018-06-25,2018,June,Pasig,Ugong,14.564,121.072,High,0.73,Waist-deep,22,268.2,Continuous Rain,None (Monsoon),None,3033,668,643,Pinagbuhatan Covered Court,0,7,4329065,Roads and Homes,No,11.8,PAGASA
1505,2013-04-29,2013,April,Pasig,Dela Paz,14.5741,121.08200000000001,High,0.82,Waist-deep,45,171.7,Monsoon Rains,None (Monsoon),None,1818,434,397,Pasig Sports Center,0,2,2545029,Roads,No,21.7,PAGASA
1506,2009-12-29,2009,December,Pasig,Palatiw,14.562100000000001,121.1003,High,2.71,House-roof level,92,416.3,Monsoon Rains,Queenie,Signal No. 3,5505,1443,492,Pasig City Hall Gymnasium,0,15,24800071,Roads,Yes,13.8,NDRRMC
1507,2002-12-14,2002,December,Quezon City,Batasan Hills,14.6899,121.1128,High,1.43,Chest-deep,51,165.2,Continuous Rain,Marce,Signal No. 2,4156,959,540,Commonwealth Elementary School,0,4,10030722,Bridges and Roads,Yes,1.7,NDRRMC
1508,2012-01-15,2012,January,Quezon City,Commonwealth,14.6821,121.10860000000001,High,2.79,House-roof level,86,109.3,Typhoon,Ursula,Signal No. 1,680,139,190,Batasan Hills National High School Gym,0,2,1929925,Bridges and Roads,Yes,21.2,NDRRMC
1509,2023-05-27,2023,May,Quezon City,Payatas,14.7236,121.1181,High,1.02,Chest-deep,84,294.3,Scattered Showers,None (Monsoon),None,6730,1233,868,Payatas Elementary School Covered Court,0,4,5678176,None,No,15.0,LGU Report
1510,2021-08-03,2021,August,Quezon City,Bagong Silangan,14.7003,121.1306,Moderate,1.2,Chest-deep,7,365.9,Typhoon,Pepito,Signal No. 3,3091,659,185,Batasan Hills National High School Gym,0,6,4261479,Bridges and Roads,Yes,14.0,NDRRMC
1511,2019-05-24,2019,May,Quezon City,Novaliches Proper,14.7354,121.0238,Moderate,0.52,Waist-deep,31,174.7,Continuous Rain,Kiko,Signal No. 4,3530,681,134,Commonwealth Elementary School,0,2,1871605,Homes,Yes,15.6,NDRRMC
1512,2017-12-19,2017,December,Manila,Tondo,14.6188,120.9662,Very High,2.98,House-roof level,165,343.9,Monsoon Rains,Tonyo,Signal No. 3,1376,275,505,Pandacan Elementary School,0,7,7658957,Homes,Yes,17.9,DSWD
1513,2008-03-20,2008,March,Manila,Binondo,14.599,120.9738,High,2.44,House-roof level,94,327.6,Monsoon Rains,Queenie,Signal No. 2,3040,685,359,Tondo Sports Complex,0,7,4000961,Bridges,Yes,1.7,MMDA
1514,2018-12-24,2018,December,Manila,Pandacan,14.5871,121.0042,Very High,1.74,Neck-deep,57,151.4,Monsoon Rains,None (Monsoon),None,1449,325,344,Sta. Ana Covered Court,0,14,2053730,Homes,Yes,9.9,MMDA
1515,2011-02-24,2011,February,Manila,Sta. Ana,14.574900000000001,121.0084,High,2.52,House-roof level,47,85.9,Scattered Showers,None (Monsoon),None,985,220,256,Binondo Elementary School,2,8,4388777,Bridges,No,22.7,LGU Report
1516,2013-09-15,2013,September,Manila,San Andres Bukid,14.581900000000001,120.99950000000001,High,0.49,Knee-deep,81,392.3,Typhoon,Queenie,Signal No. 1,5284,1030,604,Binondo Elementary School,0,0,4331056,None,No,21.7,PAGASA
1517,2010-01-05,2010,January,Caloocan,Bagong Barrio,14.6708,120.9878,High,2.27,House-roof level,45,439.6,Typhoon,None (Monsoon),None,5207,970,1517,Caloocan City Gymnasium,0,15,26200476,Roads,No,10.7,MMDA
1518,2007-10-16,2007,October,Caloocan,Grace Park,14.659199999999998,120.9835,High,2.89,House-roof level,86,148.4,Typhoon,None (Monsoon),None,5521,1361,601,Caloocan City Gymnasium,0,27,10353120,Homes,No,6.1,MMDA
1519,2000-05-31,2000,May,Caloocan,Camarin,14.7347,121.01219999999999,Moderate,1.32,Chest-deep,2,66.6,Monsoon Rains,Tonyo,Signal No. 4,3953,1084,325,Bagong Barrio Covered Court,0,10,9414567,Roads,No,5.0,MMDA
1520,2018-12-13,2018,December,Caloocan,Baesa,14.6923,121.0012,High,0.36,Knee-deep,70,93.7,Heavy Rain,Rolly,Signal No. 4,544,116,132,Caloocan City Gymnasium,0,1,332887,Bridges and Roads,Yes,13.1,MMDA
1521,2001-09-18,2001,September,Parañaque,BF Homes,14.4882,121.0132,Moderate,0.49,Knee-deep,27,271.9,Monsoon Rains,Kiko,Signal No. 4,5577,1037,243,La Huerta Elementary School,0,0,4249079,Bridges and Roads,Yes,23.8,NDRRMC
1522,2017-02-15,2017,February,Parañaque,La Huerta,14.494,120.9993,Moderate,0.57,Waist-deep,27,202.1,Typhoon,Ondoy,Signal No. 1,6415,1278,621,Baclaran Elementary School,0,5,5399079,Bridges and Roads,Yes,16.3,PAGASA
1523,2020-01-26,2020,January,Parañaque,Baclaran,14.5236,120.9987,High,0.72,Waist-deep,30,57.1,Monsoon Rains,Ursula,Signal No. 1,3952,910,499,Baclaran Elementary School,0,0,5796995,Bridges and Roads,No,2.9,PAGASA
1524,2015-07-20,2015,July,Las Piñas,Almanza Dos,14.462100000000001,120.982,Moderate,1.47,Chest-deep,40,81.8,Typhoon,Rolly,Signal No. 1,4694,1061,255,Almanza Elementary School,0,8,10558685,Bridges and Roads,No,18.4,NDRRMC
1525,2003-10-08,2003,October,Las Piñas,Pulang Lupa Dos,14.4681,120.9747,Moderate,0.69,Waist-deep,24,368.2,Continuous Rain,None (Monsoon),None,3731,771,132,Almanza Elementary School,0,1,6055626,None,No,5.4,MMDA
1526,2000-09-23,2000,September,Muntinlupa,Tunasan,14.3889,121.0307,Moderate,1.11,Chest-deep,10,221.4,Continuous Rain,None (Monsoon),None,3063,564,286,Muntinlupa City Hall Gymnasium,0,7,6483706,None,Yes,2.8,LGU Report
1527,2024-12-29,2024,December,Muntinlupa,Alabang,14.4247,121.0432,Low,0.27,Knee-deep,10,198.5,Heavy Rain,Tisoy,Signal No. 2,6612,1526,108,Muntinlupa City Hall Gymnasium,0,0,1830303,Homes,No,8.0,NDRRMC
1528,2015-05-06,2015,May,Taguig,Ususan,14.5084,121.0634,High,1.1,Chest-deep,10,316.3,Monsoon Rains,Kiko,Signal No. 2,4355,881,1300,Pinagsama Covered Court,0,6,8441794,Bridges,No,9.4,LGU Report
1529,2009-08-16,2009,August,Taguig,Pinagsama,14.5247,121.05839999999999,Moderate,0.12,Knee-deep,20,73.8,Continuous Rain,Ulysses,Signal No. 3,2237,443,208,Lower Bicutan Covered Court,0,0,464448,Roads,No,16.8,PAGASA
1530,2004-10-08,2004,October,Taguig,Lower Bicutan,14.5134,121.05510000000001,Moderate,0.71,Waist-deep,38,446.1,Monsoon Rains,Marce,Signal No. 2,4839,1118,703,Pinagsama Covered Court,0,3,4186225,Bridges,Yes,8.4,LGU Report
1531,2014-09-06,2014,September,Malabon,Longos,14.6642,120.9568,Very High,3.03,House-roof level,26,101.9,Scattered Showers,None (Monsoon),None,234,58,46,Malabon City Hall Covered Court,0,14,1564261,Homes,Yes,16.0,DSWD
1532,2001-12-13,2001,December,Malabon,Panghulo,14.6672,120.9574,Very High,3.8,House-roof level,38,358.9,Heavy Rain,Ondoy,Signal No. 3,7761,1631,2366,Panghulo Elementary School,2,7,64870205,Bridges and Roads,No,18.6,LGU Report
1533,2001-07-05,2001,July,Malabon,Tañong,14.6586,120.9564,Very High,2.83,House-roof level,109,106.2,Scattered Showers,Tonyo,Signal No. 3,6750,1841,1404,Catmon Covered Court,2,5,40086394,Homes,No,5.0,NDRRMC
1534,2010-12-16,2010,December,Malabon,Catmon,14.661,120.9547,Very High,3.97,House-roof level,72,140.5,Continuous Rain,Ulysses,Signal No. 1,3984,940,689,Panghulo Elementary School,0,7,37013305,Bridges,No,0.7,NDRRMC
1535,2001-02-05,2001,February,Malabon,Hulong Duhat,14.661,120.9554,High,1.01,Chest-deep,17,99.7,Scattered Showers,Quedan,Signal No. 2,7354,1423,1399,Panghulo Elementary School,0,10,13763847,Roads and Homes,No,13.7,MMDA
1536,2012-12-25,2012,December,Malabon,Acacia,14.6653,120.9575,High,0.47,Knee-deep,11,129.2,Monsoon Rains,Ulysses,Signal No. 1,2005,493,275,Malabon City Hall Covered Court,0,2,489470,None,Yes,4.2,NDRRMC
1537,2019-12-16,2019,December,Navotas,Bangculasi,14.6611,120.94069999999999,Very High,4.0,House-roof level,12,194.5,Heavy Rain,Ursula,Signal No. 3,2737,765,666,North Bay Blvd Evacuation Center,0,32,15519256,Roads,No,19.5,PAGASA
1538,2017-06-25,2017,June,Navotas,Daanghari,14.6582,120.94369999999999,Very High,1.59,Neck-deep,133,181.2,Monsoon Rains,None (Monsoon),None,1225,321,531,Navotas City Hall Gymnasium,0,14,3800620,Roads and Homes,No,6.6,DSWD
